text,label
"""Watkins has delivered at the same level Giroud.Watkins' goal against the Netherlands is a single greater contribution than any moment Giroud ever came up with for France.Watkins is just unlucky he plays at the same time as Harry Kane. The question we need to ask for a fair comparison is what Watkins could have done leading the line in an elite national team that suited his qualities and played to his strengths, like Giroud had.I think if you put Ollie Watkins in Spain's Euro 2024 team they win that tournament even easier and Watkins grabs quite a number of goals, for example.When Giroud was at his best for Arsenal they were an underperforming team that were finishing in similar league positions to what Villa are now at a time when the league was significantly weaker (lost the league to Leicester).Watkins is one of the main men for Villa in the club's best period since the 80s where they've dramatically overachieved at a time the league is at its strongest.I agree Giroud was important to France but strikers who don't score much but can play with their back to goal and link play are not worth the amount of reverence you're giving Giroud. That profile of player is everywhere. Dominic Solanke and Calvert-Lewin are of that ilk.If a player like that is so important then he would've had a better club career and an elite team would've made an effort to sign him.I go back to the fact that he was very lucky in his timing. His qualities perfectly suited the French national team and allowed him to piggy back off better players and have a career he otherwise wouldn't have had. You can see that by the disparity between his club career and international career.The reality is that Giroud would hardly have played for France had Benzema not had all the issues off-pitch issues and fallings out. """,analysis
"""Admittedly, this is because Kane, whilst being one of the best strikers in the world, isn't immortal and nearing retirement age, but more importantly, because i am not really seeing any major English young strikers breaking out as of late, and looking at the u21's most recent squad, our only striker is a man with 5 in 26 for stoke.Unless people like Dowman/Nwaneri can break out, this could be the last chance for some time to win a WC/Euro for a while, with a lack of promising attackers coming through.""",analysis
"""This. Can't recall which podcast but they were previewing Spain/Portugal's chances at the World Cup and stating how recent WC winners do not rely mainly on having a world-beating #9 to score the bulk of their goals. The last WC winning team that did rely on their #9 mainly was Brazil 2002 with Ronaldo El Fenomeno. Argentina relied on Messi, their midfield, a clutch GK. France relied on Kante, Griezmann, Mbappe. Germany relied on Lahm, Neuer, Schweinsteiger. Spain relied on Barca's tiki taka midfield. Italy relied on Buffon, Cannavaro, Materazzi. Having a great midfield, clutch GK and defence matters a lot more in knockout tournaments.""",analysis
"""I find it amusing that people watch modern day football and somehow haven't realised that the classic striker is becoming less and less important in the game.Spain don't have one. They won the Euros. They're one of the favourites for this world cup. Italy didn't have one when they won the Euros at Wembley.What does it matter? Sure it would be nice, but it absolutely is not integral to success on the international stage especially""",analysis
"""You do know England U21 won the Euros in 2025 and in 2023. The U19s (Who transition to the U21 team) also won the 2022 Euros.I'm pretty confident Lewis Skelly, Rico Lewis, Archie Gray, Jobe Bellingham, Nwaneri, Lewis Hall, Adam Wharton, Kobbie Mainoo (Need I go on) will absolutely fly the flag for us and do us proud.""",analysis
"""Probably worth pointing out that Jude is only 22 (23 later this month). I think people forget how young the guy is as he got his first cap at only 17 years old!""",reaction
"""There is such a proliferation of talented players coming through in nearly all other positions that the loss of one generational talent shouldn't be the end of things.Academies are seemingly putting less and less focus on 9's and more on developing fast, powerful good in possession forwards that work for the team. 9's can then develop from there.Kane first got his break at Tottenham in midfield and then as an attacking midfielder/10 behind Soldado. You could easily see the same progression for some of the technically gifted youngsters coming through.""",analysis
"""Elite football is less dependent on a traditional No. 9 now. Even in the Premier League, there are very few truly elite out-and-out strikers beyond outliers like Haaland. We do have Ollie Watkins, who’s already in his prime at Villa""",analysis
"""Look at the predictions from the late 2000s of England team of the future. Micah Richards captain, Michael Johnson, Scott Sinclair etc.It’s not something you can ever predict. There’ll always be 16/17 year olds that nobody has ever heard of that will excel beyond expectation by the time they are senior regulars.Our young players right now include James Trafford, Nico O’Reilly, Lewis Hall, Max Dowman, Elliot Anderson, Morgan Rogers, Jude Bellingham. We’re absolutely fine.""",analysis
"""I'd say a lot of our problems come from Kane basically being a 10 dressed up as a 9, which is also probably part of the problems we've had with Foden and Bellingham occupying the same areas of the pitch when we've played together with Kane dropping back on top of them.We've always lacked a metronome in midfield i.e. a Modric type player and we've lacked any real top top quality passers of the ball apart from Kane.I reckon we could do ok if when we do have to replace Kane if we replaced him with a more boring (or ""conventional"") striker, what concerns me more is what we lose as a result of Kane's passing ability, do we have anyone in midfield who can pick a pass like he can?Maybe I'm missing parts of the bigger picture but it's there anyone now or coming up who can fulfil that role because Kane stops doing it all?""",analysis
"""Eh I already think this is a weaker group than what we had available 2020-23ish. Not because of Tuchel’s selections but just cos the form of players has dropped off. In that time players like Palmer, Foden, Trent, Sancho, Mount, Grealish, Reece James, Sterling, Rashford etc (Dare I say Greenwood too) were all elite talents or showing the potential to become elite talents and now they’ve dropped off. Whether you think MGW or Rogers was the better pick this summer our winger/10 group overall just isn’t the world beating level it was then. Maybe some of those players mentioned will come back into form but I feel we’ve definitely slipped in terms of talent pool from fighting with France and Brazil for best in the world back down to somewhere still in the top 10 but closer to the second tier of countries behind the real elites.Overall I agree it will be unlikely we see another player of Kane’s ability for a generation at least but I don’t think this squad is as strong as we’ve had in years past and we still have a chance.Heck the weakest World Cup squad we’ve had in my lifetime (2018) got the furthest so it can be random. (Admittedly 2014 was pretty weak too and got grouped - but I’ve also heard that people thought the Italia 90 squad was at the end of its cycle and weaker than the group we bought in 86 but made it all the way to the semis too so who knows)""",analysis
"""I’m sure similar conversations were had about Michael Owen and Wayne Rooney, who steps up when they’re gone? Long and behold a striker who had loan spells at Leicester and Norwich bursts out of nowhere. I have trust in those who work at St George’s Park and see these young lads and their development that are positive about players we are producing.We are used to seeing players like Kane, Klose, Giroud, Ronaldo, Haaland score boatload of goals, but I’d say the attacking third is more fluid these days and with more subs at your disposal, it’s all about getting the most out of them collectively than relying on individuals.""",analysis
"""It’s not that much of a worry. Name the main number 9 for;Spain 24 - Dani Olmo from memory? More of a 10/winger and nowhere near Kanes level.Argentina 22 - a 35 year old messi. Not a classic number 9 at all.Italy 21- Couldn’t tell you. France 18 - A Giroud who didn’t score once.We can adapt. A striker is no longer a necessity.""",analysis
"""I had that 'now or never' feeling at the last two tournaments with Southgate. I hope Tuchel can continue the good progress and good feelings, but I do go into this World Cup with those similar feelings. But, for 6 years I've thought it's 'now or never', so let that continue""",reaction
"""You don't need a top striker to win a tournament, and every club and side worries after a generational player nears their end and soon enough, they've fully moved on and don't even think about it. Barcelona don't worry about not having Messi carry them any more.A young English striker will emerge in the next 5 years. And again, it doesn't matter. Kane has never even been good in tournaments, we don't see the same performances from him as at clubs, I don't think. In terms of getting on the ball. He's not scored great strikes, mostly penalties and tap ins.More important are solid defenders, a reliable keeper and proper midfielders. I'd say a striker is the least important in tournaments.""",analysis
"""No way of predicting. Have a look at the experts picking their team for 2016, 2028, 2020 etc. Quite simply you don’t know who will be good in 2030.What if that lad in the Man Utd youth team they keep bigging up turns out to be a legit ballon d’or talent. Or heskeys lads at Man City or that lamb kid who keeps scoring every time I check. Or pretty much anyone else still not made their debut. We already have ngumoha and dowman playing 4 levels above where you would expect.""",analysis
"""Not at all, they'll just need to develop a system that works without a world class forward (not as tough as it sounds in the modern game). The production line of English talent doesn't seem to be drying out, we'll continue to produce great midfielders and fullbacks it seems""",hot_take
"""Alejandro Gomes Rodríguez is worth keeping an eye on. Admittedly not a very English name but he has a British passport as his played at U15-U20 level (but also for Venezuela and Portugal lol).""",reaction
"""Unless we also fail to produce any world class wingers, sure we'll be okay. Spain did pretty well last time out with Williams/Yamal and Morata up top to link it all together, same for Mbappe/Dembele/Griezmann and Giroud.Seems our pipeline for wingers/10s is still decent, as long as the right profile of striker emerges sure we'll find a solution.""",analysis
"""This is essentially the Tottenham problem, right? You don't fully appreciate how good he is until he's gone. It's a cliff edge to any other striker…""",hot_take
"""There is no chance of us winning a WC in 100 degree heat. Baffles me why anyone thinks we might""",reaction
"""This thread is based on a false premise IMO. Spain won the last Euros with Morata up front. It*ly the one before that with Immobile. I'm not knocking Kane here (love him, amazing player) but it's not like he's ever been blasting them in from open play at tournaments either. Although that's partly because of service, particularly a persistent problem on the left flank. In addition to Southgate deploying full-backs rather conservatively he had a lot fewer balls to attack in the box than he would have at club level.I've also said for a while England using a false nine or having a dynamic, fairly interchangeable front 4 could be interesting and profitable. That said Kane will definitely be around for Euro 2028 on home turf and hopefully 2030.""",analysis
"""We wasted our biggest chance the last few tournaments with home advantage in a lot of games and easy route through knockout stages. We had a perfect storm or luck. Now teams are better, we are playing in America which will favour countries who reside in a hot environment naturally and by the looks of things we already look like we will have tough knockout draws this time around .. that nuance pro waistcoaters are happy to ignore.""",analysis
"""If England were serious, they would have planned for this years ago. As unpopular as that may be on this sub.In my opinion there are 3 candidates we should have built around instead of Kane, from 2024 onwards.To me that was Saka, Rice or Bellingham.Bellingham should have been the main man we should have building around from Euro 2024 onwards.As good as Kane is, we shouldn’t have made him the focus point of the team from then onwards.""",hot_take
"""Our chance was in 2021. We should’ve won that game.""",reaction
"""I would agree with you if this was any nation other than England. Bellingham is too controversial of a character to build the team around here.""",hot_take
"""After Kane, Toney becomes main striker for a couple of years then hopefully someone emerges or Delap ups his game. England have a host of false 9’s though so a change in tactics would be needed""",hot_take
"""We will suck now because people trashed Southgate’s success, instead they want to see cavalier football even though we have an inability to defend. I don’t think we will be anywhere near a final until we can get a manager that understands the players and can relieve the pressure on them to get them playing with freedom""",hot_take
"""The manager is German and more than half the players are African. It doesn't matter if we win, this team doesn't represent England, it's a Frankenstein team""",hot_take
"""Give it a rest man and just enjoy the World Cup""",reaction
"""England are not beating France, Spain or Argentina. They likely wouldn't beat Portugal, Germany or the Netherlands.""",hot_take
"""We won't even qualify from our group.""",hot_take
"""I think we are finishing 3rd in the group.""",hot_take
"""FIFA is over a 100 years old. The people in charge didn't have enough experience to draw on? Even without the experience, you should know it's ridiculous. I wish people would start using their brain more often""",reaction
"""Tommy T might be England's Zarathustra""",reaction
"""No one needs a close up of the manager, photographers should be on the sidelines, that’s it""",reaction
"""Average Tuchel W""",reaction
"""Tuchel SLAMMED for focusing on MEDIA CIRCUS instead of teams HISTORIC WIN""",reaction
"""Honestly, seeing those shit rags have to praise an England team both with a German manager AND made up of >50% non-white players would be one of the most satisfying parts of winning the whole thing """,reaction
"""Ty Tuchel, now tell them to fuck off with these hydration breaks plz""",reaction
"""i actually like the hydration breaks. I feel like a lot of times they switch tactics and goals were scored after hydration breaks. Since they penalise time wasting now I feel the games are a lot more exciting as well""",hot_take
"""Tommy T with another W.""",reaction
"""The Tuchel Effect""",reaction
"""Me personally i'm tired of the ""japan is so organized"" stereotype. They play very emotionally and do crazy gambles which is the reason why i'm surprisingly liking their gameplay. They are very expressive and like to do out of the box things in game. They do have good synergy, but they are not organized to a degree where i would point that out. Neatherlands seems a more organized team that plays conservatively, which is why i find them a bit boring. Same goes for germany. This idea that japanese are so orderly in everything they do, needs to die.""",hot_take
"""I grew up a Brazilian die hard fan, but they are shit and I want Netherlands to win it all.""",reaction
"""Brazil fighting for anything would be a welcome change""",reaction
"""Brazil is going to the semifinal""",reaction
"""Samba magic died a while ago buddy""",reaction
"""I mean, Norway v France and Colombia v Portugal in the group stage should be bangers to me. It’s already going by too fast, i got the fever.""",reaction
"""Meanwhile Scotland and Sweden end up going through and facing easier opposition after getting soundly beaten by all four""",hot_take
"""And Casemiro is literally one of the worst players on the pitch lol. Says everything about United when this guy is considered very good for you and you're asking for one more year.""",hot_take
"""Lovely game, it will be 3.30 am for me' but I don't care this game will be a classic for sure.Ballers in both teams, I think both these teams will do very well this WC, I know its bit weird to call Brazil darkhorses but they have underperformed in recent WCs. I think they can win the entire thing if they show up their squad has no obvious weak spots imo.Morocco has very talented young squad, lots of talent and I expect them to do good. I would look out for Bilal El Khannouss and Ayoub Bouddadi.I think Endrick is gonna suprise a lot of Utd fans and won't be suprised if some see a young Wayne Rooney in him.I am Brazil today did not like the shenanigans Morroco did in the Afcon and will be supporting Cunha n Case. Really excited to watch Cunha play.Score will be a 2:2 draw imo""",reaction
"""1-0 Brazil. Excited to see them play today.""",reaction
"""I personally think it’ll be more, I’ve been watching Brazil and Morocco and Brazil are really getting back into that OG Brazil form, think they’ll beat expected this WC""",hot_take
"""Crazy how United have key starters for Brazil’s national side. Fingers crossed they stay fit through the whole tournament and bring their good form back to Old Trafford afterwards.""",reaction
